listing_id,host_is_superhost,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit (% of price),cleaning_fee (% of price),minimum_nights,cancellation_policy
16861754,t,Kentish,Cottage,Entire home/apt,4,1,2,3,Real Bed,$140.00 ,0.00%,0.00%,1,moderate
16872837,f,Glenorchy,House,Private room,2,1,1,1,Real Bed,$34.00 ,0.00%,20.59%,1,flexible
16873563,f,Glenorchy,House,Private room,2,1,1,1,Real Bed,$85.00 ,0.00%,11.76%,1,flexible
16874212,f,Hobart,Townhouse,Entire home/apt,4,1,2,3,Real Bed,$165.00 ,0.00%,18.18%,2,moderate
16875143,f,Launceston,House,Private room,2,1,1,1,Real Bed,$55.00 ,0.00%,12.73%,1,strict_14_with_grace_period
16885910,f,Huon Valley,Bungalow,Entire home/apt,5,1,2,5,Real Bed,$85.00 ,0.00%,0.00%,1,moderate
16887405,t,Hobart,Townhouse,Private room,1,1,1,1,Real Bed,$30.00 ,0.00%,0.00%,2,moderate
16900323,f,Sorell,Apartment,Entire home/apt,5,1,2,4,Real Bed,$120.00 ,125.00%,29.17%,2,strict_14_with_grace_period
16901155,f,Hobart,House,Entire home/apt,6,1,3,4,Real Bed,$240.00 ,0.00%,12.50%,2,moderate
16901981,t,Glamorgan/Spring Bay,House,Entire home/apt,6,2,3,4,Real Bed,$140.00 ,0.00%,57.14%,1,moderate
16917647,t,Derwent Valley,Bed and breakfast,Private room,2,1,1,1,Real Bed,$129.00 ,0.00%,0.00%,1,flexible
16930535,f,Hobart,House,Private room,2,1,0,1,Real Bed,$90.00 ,0.00%,22.22%,2,moderate
16946542,f,West Tamar,Guest suite,Private room,2,1,1,1,Real Bed,$180.00 ,555.56%,0.00%,1,flexible
16948643,t,Central Coast,House,Entire home/apt,4,1,2,3,Real Bed,$95.00 ,0.00%,0.00%,2,flexible
16963665,t,Kingborough,House,Entire home/apt,8,1,3,5,Real Bed,$251.00 ,0.00%,0.00%,2,flexible
16976280,t,West Tamar,Bungalow,Entire home/apt,2,1,1,1,Real Bed,$125.00 ,0.00%,0.00%,1,flexible
16978516,t,Glenorchy,Apartment,Entire home/apt,8,1,3,4,Real Bed,$182.00 ,0.00%,0.00%,2,strict_14_with_grace_period
16985055,f,Glamorgan/Spring Bay,House,Entire home/apt,8,2,4,6,Real Bed,$251.00 ,59.76%,23.90%,2,strict_14_with_grace_period
16987191,t,Northern Midlands,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,$70.00 ,0.00%,0.00%,1,flexible
16987462,f,Launceston,House,Entire home/apt,6,1.5,3,4,Real Bed,$129.00 ,0.00%,0.00%,1,moderate
16987892,f,Tasman,Bungalow,Entire home/apt,4,2,2,2,Real Bed,$386.00 ,103.63%,22.02%,2,moderate
16989428,t,Clarence,House,Entire home/apt,6,2,3,3,Real Bed,$129.00 ,193.80%,0.00%,2,moderate
16999473,t,Sorell,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,$134.00 ,0.00%,11.19%,1,moderate
17000121,t,Glamorgan/Spring Bay,House,Entire home/apt,6,1.5,3,4,Real Bed,$180.00 ,0.00%,33.33%,1,moderate
17015395,t,Glamorgan/Spring Bay,House,Entire home/apt,6,2,3,4,Real Bed,$289.00 ,0.00%,0.00%,2,strict_14_with_grace_period
17018086,f,Glamorgan/Spring Bay,House,Entire home/apt,7,2,4,5,Real Bed,$178.00 ,0.00%,44.94%,2,flexible
17029555,t,Hobart,House,Entire home/apt,13,2,6,8,Real Bed,$350.00 ,85.71%,0.00%,3,strict_14_with_grace_period
17031710,f,Break O'Day,House,Entire home/apt,4,1,2,2,Real Bed,$120.00 ,0.00%,25.00%,1,strict_14_with_grace_period
17031877,f,Break O'Day,House,Entire home/apt,8,1,3,6,Real Bed,$300.00 ,0.00%,10.00%,1,strict_14_with_grace_period
17032670,f,Central Highlands,Bed and breakfast,Entire home/apt,6,2,3,5,Real Bed,$129.00 ,116.28%,23.26%,1,strict_14_with_grace_period
17044575,t,Latrobe,House,Entire home/apt,12,2,4,4,Real Bed,$260.00 ,0.00%,0.00%,2,moderate
17046364,t,Hobart,House,Private room,2,1,1,1,Real Bed,$55.00 ,0.00%,0.00%,1,moderate
17046861,f,Launceston,Apartment,Entire home/apt,2,1,1,1,Real Bed,$190.00 ,0.00%,0.00%,2,flexible
17048882,f,Devonport,House,Entire home/apt,4,1,2,2,Real Bed,$185.00 ,0.00%,0.00%,2,flexible
17077723,f,Burnie,House,Entire home/apt,6,1,3,5,Real Bed,$99.00 ,0.00%,30.30%,2,moderate
17078325,f,Break O'Day,Apartment,Entire home/apt,6,3,3,4,Real Bed,$180.00 ,0.00%,22.22%,2,flexible
17080597,f,Huon Valley,House,Entire home/apt,4,1,2,2,Real Bed,$128.00 ,0.00%,19.53%,1,moderate
17084946,t,Hobart,House,Entire home/apt,6,1,2,4,Real Bed,$183.00 ,0.00%,32.79%,1,moderate
17085056,f,Glenorchy,House,Private room,2,1.5,1,1,Real Bed,$55.00 ,0.00%,18.18%,1,strict_14_with_grace_period
17095830,t,Dorset,Apartment,Entire home/apt,2,1,1,1,Real Bed,$123.00 ,0.00%,0.00%,1,moderate
17096210,t,West Coast,Boutique hotel,Private room,3,1,1,2,Real Bed,$180.00 ,0.00%,0.00%,1,strict_14_with_grace_period
17096245,t,Dorset,Bed and breakfast,Private room,2,1,1,1,Real Bed,$129.00 ,0.00%,0.00%,1,moderate
17097189,f,Central Coast,Guesthouse,Entire home/apt,3,1,1,3,Real Bed,$101.00 ,0.00%,0.00%,1,flexible
17098202,t,West Coast,Boutique hotel,Private room,2,1,1,1,Real Bed,$169.00 ,0.00%,0.00%,1,strict_14_with_grace_period
17098285,t,West Coast,Boutique hotel,Private room,2,1,1,1,Real Bed,$169.00 ,0.00%,0.00%,1,strict_14_with_grace_period
17098366,t,West Coast,Boutique hotel,Private room,2,1,1,1,Real Bed,$169.00 ,0.00%,0.00%,1,strict_14_with_grace_period
17100347,t,Kentish,Nature lodge,Private room,3,1,1,3,Real Bed,$105.00 ,0.00%,0.00%,1,flexible
17108001,t,Hobart,Townhouse,Entire home/apt,5,2.5,3,3,Real Bed,$220.00 ,681.82%,35.91%,2,moderate
17108856,t,Glenorchy,House,Entire home/apt,4,1,2,2,Real Bed,$245.00 ,0.00%,24.49%,1,strict_14_with_grace_period
17111011,f,West Coast,Tiny house,Entire home/apt,2,1,1,1,Real Bed,$189.00 ,0.00%,0.00%,1,moderate
17114508,f,Hobart,House,Entire home/apt,6,1,3,3,Real Bed,$175.00 ,85.71%,34.29%,2,moderate
17121800,f,Clarence,House,Entire home/apt,6,1,3,4,Real Bed,$139.00 ,0.00%,93.53%,3,strict_14_with_grace_period
17123960,f,Hobart,House,Entire home/apt,2,1.5,1,1,Real Bed,$280.00 ,71.43%,21.43%,2,moderate
17124558,t,Hobart,Bed and breakfast,Private room,2,1,1,1,Real Bed,$65.00 ,0.00%,30.77%,2,moderate
17158652,t,Launceston,Apartment,Entire home/apt,3,1,2,2,Real Bed,$90.00 ,0.00%,0.00%,2,flexible
17159709,f,Glamorgan/Spring Bay,House,Entire home/apt,6,1,3,4,Real Bed,$260.00 ,0.00%,0.00%,2,strict_14_with_grace_period
17162951,t,Waratah/Wynyard,House,Entire home/apt,10,2,3,6,Real Bed,$270.00 ,0.00%,25.93%,2,strict_14_with_grace_period
17164250,f,Sorell,House,Entire home/apt,4,1,2,2,Real Bed,$200.00 ,0.00%,20.00%,1,strict_14_with_grace_period
17174350,t,Glenorchy,Apartment,Entire home/apt,4,1,2,2,Real Bed,$145.00 ,0.00%,0.00%,1,flexible
17177796,f,Launceston,Bed and breakfast,Private room,2,1,1,1,Real Bed,$180.00 ,0.00%,0.00%,2,flexible
17178987,f,Meander Valley,House,Entire home/apt,5,2,3,3,Real Bed,$350.00 ,42.86%,0.00%,2,strict_14_with_grace_period
17179565,f,Devonport,House,Entire home/apt,7,2.5,3,5,Real Bed,$150.00 ,0.00%,33.33%,3,flexible
17180576,f,Clarence,Apartment,Private room,4,1,1,4,Real Bed,$169.00 ,0.00%,0.00%,1,flexible
17180846,f,Clarence,Apartment,Private room,2,1,0,1,Real Bed,$189.00 ,0.00%,0.00%,1,flexible
17183289,f,Clarence,Apartment,Private room,4,1,2,4,Real Bed,$190.00 ,0.00%,0.00%,1,flexible
17190501,f,Glamorgan/Spring Bay,House,Entire home/apt,6,1,2,4,Real Bed,$240.00 ,0.00%,0.00%,2,strict_14_with_grace_period
17193113,t,Dorset,Cottage,Entire home/apt,7,1.5,3,6,Real Bed,$169.00 ,118.34%,0.00%,2,strict_14_with_grace_period
17193360,f,Glamorgan/Spring Bay,House,Entire home/apt,8,1,3,5,Real Bed,$270.00 ,0.00%,0.00%,1,strict_14_with_grace_period
17194593,t,Devonport,House,Entire home/apt,6,1,2,3,Real Bed,$160.00 ,125.00%,0.00%,2,strict_14_with_grace_period
17194829,f,Clarence,Apartment,Private room,4,1,1,4,Real Bed,$189.00 ,0.00%,0.00%,1,flexible
17195229,f,Clarence,Apartment,Private room,1,1,1,1,Real Bed,$189.00 ,0.00%,0.00%,1,flexible
17195562,f,Clarence,Apartment,Private room,3,1,1,2,Real Bed,$189.00 ,0.00%,0.00%,1,flexible
17196482,f,Clarence,Apartment,Private room,1,1,1,2,Real Bed,$189.00 ,0.00%,0.00%,1,flexible
17196723,f,Clarence,Apartment,Private room,4,1,2,2,Real Bed,$209.00 ,0.00%,0.00%,1,flexible
17196833,f,Clarence,Apartment,Private room,2,1,1,1,Real Bed,$189.00 ,0.00%,0.00%,1,flexible
17196926,f,Clarence,Apartment,Private room,7,1,2,5,Real Bed,$189.00 ,0.00%,0.00%,1,flexible
17222385,f,West Coast,Guest suite,Private room,5,1,5,1,Real Bed,$32.00 ,0.00%,0.00%,1,strict_14_with_grace_period
17226674,t,Northern Midlands,Cottage,Entire home/apt,4,1,1,2,Real Bed,$120.00 ,0.00%,33.33%,2,moderate
17227566,f,West Tamar,Apartment,Entire home/apt,2,1,1,1,Real Bed,$101.00 ,0.00%,0.00%,2,flexible
17227732,t,Hobart,Earth house,Entire home/apt,4,1,1,2,Real Bed,$154.00 ,0.00%,16.23%,2,moderate
17240072,f,Meander Valley,House,Entire home/apt,8,2,3,5,Real Bed,$185.00 ,0.00%,0.00%,1,moderate
17252718,f,Huon Valley,Guest suite,Entire home/apt,6,1,2,4,Real Bed,$160.00 ,0.00%,15.63%,1,flexible
17254653,t,Tasman,House,Entire home/apt,8,1,4,6,Real Bed,$285.00 ,87.72%,35.09%,2,moderate
17255206,t,George Town,House,Entire home/apt,5,1,3,3,Real Bed,$160.00 ,0.00%,15.63%,2,flexible
17256508,f,Kentish,Cottage,Entire home/apt,5,1,2,3,Real Bed,$280.00 ,0.00%,0.00%,1,super_strict_30
17256873,f,Kingborough,House,Private room,4,1,2,3,Real Bed,$65.00 ,0.00%,0.00%,1,flexible
17259175,t,Glamorgan/Spring Bay,Apartment,Entire home/apt,4,2,2,2,Real Bed,$165.00 ,0.00%,0.00%,2,flexible
17259982,t,Brighton,House,Entire home/apt,8,2,3,4,Real Bed,$125.00 ,0.00%,120.00%,1,moderate
17269356,t,Hobart,Apartment,Entire home/apt,4,1,2,2,Real Bed,$169.00 ,0.00%,26.63%,2,strict_14_with_grace_period
17272355,t,Break O'Day,House,Entire home/apt,6,1,2,4,Real Bed,$118.00 ,0.00%,50.85%,1,moderate
17291143,f,Kentish,Cottage,Entire home/apt,2,1,0,1,Real Bed,$180.00 ,0.00%,0.00%,1,super_strict_30
17291570,f,Kentish,Cottage,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,0.00%,0.00%,1,super_strict_30
17302480,f,Launceston,House,Entire home/apt,6,1,3,4,Real Bed,$150.00 ,0.00%,33.33%,2,moderate
17303287,t,Central Highlands,Cabin,Entire home/apt,6,1,2,5,Real Bed,$160.00 ,125.00%,0.00%,2,strict_14_with_grace_period
17306340,f,Hobart,House,Entire home/apt,7,1,3,4,Real Bed,$251.00 ,0.00%,9.96%,5,moderate
17321394,t,West Tamar,House,Entire home/apt,12,3,4,7,Real Bed,$251.00 ,59.76%,39.44%,1,strict_14_with_grace_period
17331980,f,Break O'Day,House,Entire home/apt,6,2,4,5,Real Bed,$175.00 ,0.00%,42.86%,1,moderate
17336824,t,Dorset,House,Entire home/apt,12,3.5,4,9,Real Bed,$200.00 ,125.00%,50.00%,1,strict_14_with_grace_period
17337877,t,Launceston,Apartment,Entire home/apt,6,1,2,2,Real Bed,$160.00 ,0.00%,21.88%,2,flexible
17346513,f,West Coast,Apartment,Entire home/apt,5,1.5,2,4,Real Bed,$200.00 ,0.00%,0.00%,1,strict_14_with_grace_period
17348170,t,Central Coast,House,Entire home/apt,6,1.5,3,4,Real Bed,$125.00 ,0.00%,0.00%,2,flexible
17348904,t,Devonport,Apartment,Entire home/apt,2,1,1,1,Real Bed,$91.00 ,219.78%,54.95%,1,moderate
17367264,t,Dorset,Apartment,Entire home/apt,2,1,0,1,Real Bed,$118.00 ,0.00%,0.00%,1,moderate
17368251,t,George Town,Bungalow,Entire home/apt,8,1.5,4,6,Real Bed,$310.00 ,0.00%,16.13%,1,strict_14_with_grace_period
17386751,t,Latrobe,House,Entire home/apt,14,2,4,12,Real Bed,$220.00 ,0.00%,40.91%,2,flexible
17387684,t,Glamorgan/Spring Bay,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$45.00 ,0.00%,0.00%,1,flexible
17389508,f,Break O'Day,Apartment,Entire home/apt,2,1,1,1,Real Bed,$101.00 ,0.00%,29.70%,1,strict_14_with_grace_period
17389615,f,Break O'Day,Apartment,Entire home/apt,2,1,1,2,Real Bed,$101.00 ,0.00%,29.70%,1,strict_14_with_grace_period
17389685,f,Break O'Day,Serviced apartment,Entire home/apt,2,1,1,1,Real Bed,$90.00 ,0.00%,33.33%,1,strict_14_with_grace_period
17389747,f,Break O'Day,Serviced apartment,Entire home/apt,4,1,2,4,Real Bed,$140.00 ,0.00%,21.43%,1,strict_14_with_grace_period
17389813,f,Break O'Day,House,Entire home/apt,6,1,3,3,Real Bed,$200.00 ,0.00%,15.00%,1,strict_14_with_grace_period
17389867,f,Break O'Day,Cottage,Entire home/apt,6,1,3,6,Real Bed,$200.00 ,0.00%,15.00%,1,strict_14_with_grace_period
17389916,f,Break O'Day,Serviced apartment,Entire home/apt,4,1,2,2,Real Bed,$125.00 ,0.00%,24.00%,1,strict_14_with_grace_period
17389967,f,Break O'Day,Serviced apartment,Entire home/apt,4,1,2,3,Real Bed,$120.00 ,0.00%,25.00%,1,flexible
17390070,f,Break O'Day,Cabin,Entire home/apt,4,1,2,3,Real Bed,$120.00 ,0.00%,25.00%,1,strict_14_with_grace_period
17390144,f,Break O'Day,Serviced apartment,Entire home/apt,3,1,2,3,Real Bed,$120.00 ,0.00%,25.00%,1,strict_14_with_grace_period
17390172,f,Break O'Day,Serviced apartment,Entire home/apt,3,1,1,2,Real Bed,$125.00 ,0.00%,24.00%,1,strict_14_with_grace_period
17393294,f,Derwent Valley,Apartment,Entire home/apt,2,1,1,1,Real Bed,$156.00 ,0.00%,0.00%,2,strict_14_with_grace_period
17394823,f,Launceston,House,Entire home/apt,6,2,3,4,Real Bed,$120.00 ,125.00%,166.67%,3,moderate
17409324,f,Flinders,Island,Private room,8,1,2,7,Real Bed,$50.00 ,0.00%,0.00%,3,flexible
17409989,f,Central Highlands,Cabin,Entire home/apt,4,1,2,4,Real Bed,$125.00 ,0.00%,24.00%,2,flexible
17425988,t,George Town,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$50.00 ,0.00%,0.00%,1,flexible
17435294,t,Glamorgan/Spring Bay,House,Entire home/apt,8,2,3,6,Real Bed,$282.00 ,106.38%,35.46%,1,strict_14_with_grace_period
17437316,f,Break O'Day,House,Entire home/apt,6,2,3,4,Real Bed,$200.00 ,100.00%,45.00%,1,flexible
17437876,f,Latrobe,Hostel,Private room,2,1,1,1,Real Bed,$61.00 ,0.00%,0.00%,2,moderate
17439560,f,Central Coast,Guest suite,Entire home/apt,2,1.5,1,3,Real Bed,$120.00 ,0.00%,0.00%,2,moderate
17440131,t,Launceston,House,Entire home/apt,6,1,3,4,Real Bed,$156.00 ,0.00%,0.00%,2,moderate
17450714,t,Launceston,Guest suite,Entire home/apt,2,1,0,1,Real Bed,$69.00 ,0.00%,43.48%,1,strict_14_with_grace_period
17450979,t,Hobart,House,Entire home/apt,8,2,4,4,Real Bed,$300.00 ,166.67%,26.67%,2,strict_14_with_grace_period
17453098,t,Hobart,House,Entire home/apt,5,1.5,3,3,Real Bed,$150.00 ,166.67%,33.33%,2,flexible
17459927,t,Latrobe,House,Entire home/apt,14,2,4,12,Real Bed,$220.00 ,113.64%,0.00%,1,moderate
17461655,t,Huon Valley,House,Entire home/apt,5,1.5,2,3,Real Bed,$120.00 ,0.00%,0.00%,2,flexible
17462861,f,West Tamar,Bungalow,Entire home/apt,4,1,1,1,Real Bed,$139.00 ,0.00%,28.78%,2,flexible
17462973,t,Devonport,House,Private room,2,1,1,1,Real Bed,$80.00 ,0.00%,12.50%,1,moderate
17463765,t,Clarence,Apartment,Private room,2,1,1,1,Real Bed,$105.00 ,0.00%,0.00%,2,flexible
17464143,t,Glenorchy,Apartment,Private room,2,1,1,1,Real Bed,$56.00 ,0.00%,62.50%,1,flexible
17480269,f,Kingborough,Other,Entire home/apt,4,1,0,3,Real Bed,$110.00 ,0.00%,36.36%,5,strict_14_with_grace_period
17480352,t,Glamorgan/Spring Bay,Chalet,Entire home/apt,2,2,1,1,Real Bed,$230.00 ,0.00%,17.39%,2,strict_14_with_grace_period
17480518,f,Kingborough,Bed and breakfast,Private room,2,1,1,1,Real Bed,$160.00 ,0.00%,0.00%,2,flexible
17482991,t,Launceston,House,Entire home/apt,6,1,2,3,Real Bed,$160.00 ,125.00%,37.50%,1,strict_14_with_grace_period
17483434,t,Glenorchy,Cottage,Private room,4,1,2,3,Real Bed,$70.00 ,185.71%,0.00%,1,moderate
17486522,t,Hobart,Apartment,Entire home/apt,4,1,2,3,Real Bed,$251.00 ,0.00%,15.94%,3,moderate
17496479,f,Break O'Day,Cabin,Entire home/apt,8,1,4,7,Real Bed,$135.00 ,0.00%,0.00%,1,moderate
17501331,f,Kentish,Farm stay,Private room,5,1.5,2,4,Real Bed,$55.00 ,0.00%,27.27%,1,strict_14_with_grace_period
17501952,t,Hobart,House,Entire home/apt,8,3,5,5,Real Bed,$320.00 ,0.00%,31.25%,2,strict_14_with_grace_period
17502390,t,Break O'Day,House,Entire home/apt,7,2,3,4,Real Bed,$189.00 ,79.37%,0.00%,2,strict_14_with_grace_period
17513548,f,Hobart,Apartment,Entire home/apt,2,1,1,1,Real Bed,$180.00 ,83.33%,16.67%,2,strict_14_with_grace_period
17514287,f,Break O'Day,House,Entire home/apt,4,1,2,3,Real Bed,$135.00 ,0.00%,0.00%,1,moderate
17516353,t,Kingborough,House,Entire home/apt,11,1.5,4,8,Real Bed,$470.00 ,42.55%,12.77%,2,strict_14_with_grace_period
17519224,t,Glamorgan/Spring Bay,House,Entire home/apt,4,1.5,2,3,Real Bed,$180.00 ,0.00%,0.00%,2,flexible
17519812,f,Latrobe,Villa,Entire home/apt,6,1,2,6,Real Bed,$157.00 ,0.00%,31.85%,1,strict_14_with_grace_period
17521399,t,Sorell,House,Entire home/apt,6,2,3,4,Real Bed,$101.00 ,990.10%,74.26%,3,moderate
17538874,t,Hobart,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$90.00 ,166.67%,22.22%,1,moderate
17545070,f,Northern Midlands,Bed and breakfast,Private room,3,1,1,2,Real Bed,$174.00 ,0.00%,0.00%,1,moderate
17548395,t,Hobart,House,Private room,4,1,2,3,Real Bed,$59.00 ,0.00%,66.10%,2,moderate
17559590,t,Hobart,Apartment,Entire home/apt,2,1,1,1,Real Bed,$80.00 ,0.00%,50.00%,2,moderate
17559808,t,Kingborough,Guesthouse,Entire home/apt,2,1,0,1,Real Bed,$110.00 ,0.00%,0.00%,1,moderate
17560208,t,Hobart,Apartment,Entire home/apt,2,1,1,1,Real Bed,$120.00 ,208.33%,50.00%,2,strict_14_with_grace_period
17561369,f,Central Coast,Bed and breakfast,Private room,2,1.5,1,1,Real Bed,$73.00 ,0.00%,27.40%,1,flexible
17563456,t,Dorset,House,Entire home/apt,9,2,4,8,Real Bed,$149.00 ,335.57%,50.34%,2,strict_14_with_grace_period
17573445,f,Clarence,House,Entire home/apt,5,1,3,4,Real Bed,$185.00 ,81.08%,32.43%,3,strict_14_with_grace_period
17574040,f,Tasman,House,Entire home/apt,6,1,3,4,Real Bed,$150.00 ,0.00%,0.00%,3,flexible
17576307,t,Circular Head,Bed and breakfast,Private room,6,2,3,3,Real Bed,$359.00 ,0.00%,0.00%,1,strict_14_with_grace_period
17576956,f,Northern Midlands,Bed and breakfast,Private room,3,1,1,2,Real Bed,$174.00 ,0.00%,0.00%,1,moderate
17590164,f,Huon Valley,House,Entire home/apt,4,1,2,2,Real Bed,$196.00 ,0.00%,0.00%,2,strict_14_with_grace_period
17590323,f,Hobart,House,Entire home/apt,4,2.5,3,3,Real Bed,$139.00 ,143.88%,43.17%,2,moderate
17593205,t,Launceston,House,Entire home/apt,4,2,2,2,Real Bed,$112.00 ,0.00%,62.50%,1,flexible
17594585,f,Hobart,House,Entire home/apt,5,3,2,2,Real Bed,$225.00 ,222.22%,44.44%,4,moderate
17606683,t,Circular Head,Bed and breakfast,Private room,2,1,1,1,Real Bed,$114.00 ,0.00%,0.00%,1,strict_14_with_grace_period
17606946,t,Circular Head,Bed and breakfast,Private room,2,1,1,1,Real Bed,$114.00 ,0.00%,0.00%,1,strict_14_with_grace_period
17607489,t,Launceston,Guest suite,Entire home/apt,4,1,2,2,Real Bed,$105.00 ,0.00%,24.76%,1,flexible
17608183,f,Hobart,House,Entire home/apt,8,2,4,6,Real Bed,$399.00 ,125.31%,20.05%,3,strict_14_with_grace_period
17610685,f,Waratah/Wynyard,House,Entire home/apt,5,1,3,3,Real Bed,$158.00 ,0.00%,37.97%,2,strict_14_with_grace_period
17612373,t,Hobart,House,Entire home/apt,6,1,3,3,Real Bed,$160.00 ,125.00%,53.13%,2,moderate
17622955,t,Hobart,Apartment,Entire home/apt,4,1,2,3,Real Bed,$196.00 ,0.00%,0.00%,2,moderate
17626087,t,Hobart,Apartment,Entire home/apt,4,1,2,3,Real Bed,$196.00 ,0.00%,0.00%,2,moderate
17626285,t,Hobart,Apartment,Entire home/apt,4,1,2,3,Real Bed,$196.00 ,0.00%,0.00%,2,moderate
17641180,f,Launceston,Apartment,Entire home/apt,4,2,2,2,Real Bed,$180.00 ,0.00%,0.00%,2,strict_14_with_grace_period
17641746,t,Hobart,Apartment,Entire home/apt,3,1,1,2,Real Bed,$105.00 ,0.00%,47.62%,3,strict_14_with_grace_period
17656770,t,Launceston,House,Entire home/apt,2,1,1,1,Real Bed,$200.00 ,100.00%,35.00%,2,flexible
17657478,t,Hobart,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$140.00 ,0.00%,0.00%,2,moderate
17669119,t,Central Coast,Barn,Entire home/apt,4,1,2,2,Real Bed,$120.00 ,0.00%,29.17%,2,flexible
17671214,f,Break O'Day,House,Entire home/apt,7,2,3,4,Real Bed,$185.00 ,270.27%,27.03%,2,strict_14_with_grace_period
17700277,f,Hobart,House,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,0.00%,33.33%,2,strict_14_with_grace_period
17702715,f,Hobart,Other,Shared room,1,1,1,1,Real Bed,$25.00 ,0.00%,0.00%,1,moderate
17703642,f,Hobart,Apartment,Entire home/apt,3,1,1,2,Real Bed,$101.00 ,0.00%,29.70%,2,flexible
17707548,t,Hobart,House,Entire home/apt,9,2.5,5,5,Real Bed,$550.00 ,0.00%,0.00%,2,strict_14_with_grace_period
17707898,t,Clarence,House,Entire home/apt,8,2.5,4,6,Real Bed,$329.00 ,121.58%,45.59%,2,moderate
17719611,f,Burnie,House,Private room,2,1.5,1,1,Real Bed,$70.00 ,0.00%,0.00%,1,flexible
17721557,f,Launceston,Townhouse,Entire home/apt,4,1,2,3,Real Bed,$175.00 ,171.43%,22.86%,2,flexible
17722367,f,Launceston,Bed and breakfast,Private room,2,1,1,1,Real Bed,$185.00 ,0.00%,0.00%,2,flexible
17723330,f,Launceston,Bed and breakfast,Private room,2,1,1,1,Real Bed,$220.00 ,0.00%,0.00%,2,flexible
17737347,t,Kingborough,Cabin,Entire home/apt,2,1,1,1,Real Bed,$96.00 ,0.00%,36.46%,2,moderate
17738282,f,Launceston,Bed and breakfast,Private room,2,1,1,1,Real Bed,$185.00 ,0.00%,0.00%,2,moderate
17739430,t,Kentish,House,Private room,2,1,1,1,Real Bed,$40.00 ,0.00%,37.50%,1,flexible
17740666,f,Waratah/Wynyard,House,Entire home/apt,10,3,4,6,Real Bed,$251.00 ,0.00%,0.00%,2,strict_14_with_grace_period
17751972,t,Clarence,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$156.00 ,128.21%,0.00%,2,moderate
17757108,t,Hobart,Townhouse,Entire home/apt,2,1,1,1,Real Bed,$175.00 ,0.00%,11.43%,1,moderate
17757405,t,King Island,House,Entire home/apt,4,1.5,2,2,Real Bed,$196.00 ,0.00%,0.00%,2,strict_14_with_grace_period
17778449,t,Clarence,House,Private room,2,1,1,1,Real Bed,$56.00 ,0.00%,16.07%,1,flexible
17780232,t,Kentish,Cabin,Entire home/apt,5,1,2,4,Real Bed,$172.00 ,0.00%,0.00%,2,moderate
17781250,f,Meander Valley,Farm stay,Entire home/apt,6,2,3,3,Real Bed,$249.00 ,140.56%,0.00%,1,moderate
17781795,t,Kentish,Cabin,Entire home/apt,2,1,1,1,Real Bed,$125.00 ,0.00%,0.00%,1,flexible
17795117,t,Glenorchy,House,Entire home/apt,7,1,4,4,Real Bed,$196.00 ,0.00%,30.61%,2,moderate
17799226,f,Latrobe,Camper/RV,Entire home/apt,10,1,4,7,Real Bed,$74.00 ,0.00%,27.03%,2,strict_14_with_grace_period
17800785,f,Hobart,Condominium,Entire home/apt,2,1,1,1,Real Bed,$140.00 ,0.00%,57.14%,2,moderate
17813805,t,Waratah/Wynyard,House,Entire home/apt,6,1,3,4,Real Bed,$101.00 ,0.00%,0.00%,2,moderate
17814585,t,Huon Valley,Farm stay,Entire home/apt,6,1,3,3,Real Bed,$236.00 ,0.00%,19.07%,1,moderate
17815274,t,Northern Midlands,House,Entire home/apt,6,2,2,4,Real Bed,$129.00 ,0.00%,38.76%,2,moderate
17848185,f,Waratah/Wynyard,House,Private room,2,1,1,1,Real Bed,$70.00 ,0.00%,35.71%,1,flexible
17852596,t,Brighton,Apartment,Entire home/apt,2,1,1,1,Real Bed,$139.00 ,129.50%,0.00%,2,strict_14_with_grace_period
17863948,f,Kingborough,Apartment,Entire home/apt,2,1,0,1,Real Bed,$80.00 ,0.00%,0.00%,2,flexible
17865661,f,Glamorgan/Spring Bay,House,Entire home/apt,8,1,4,6,Real Bed,$140.00 ,0.00%,0.00%,1,strict_14_with_grace_period
17880252,f,Hobart,Apartment,Entire home/apt,2,1,1,1,Real Bed,$105.00 ,0.00%,28.57%,2,flexible
17881711,f,Launceston,House,Entire home/apt,6,2,3,4,Real Bed,$190.00 ,0.00%,52.63%,2,strict_14_with_grace_period
17882388,t,Latrobe,House,Entire home/apt,8,1.5,4,4,Real Bed,$160.00 ,78.13%,46.88%,2,flexible
17882667,t,Launceston,House,Entire home/apt,2,1,1,1,Real Bed,$95.00 ,0.00%,26.32%,1,strict_14_with_grace_period
17893671,f,Kingborough,House,Entire home/apt,6,2,3,3,Real Bed,$140.00 ,0.00%,42.86%,3,moderate
