"","V1","recom","V3"
"1305",35644,11756528,0.0557124302173807
"3792",35644,24566865,0.0630132158139606
"26501",35644,19848828,0.0642130976136162
"2291",35644,2447581,0.067935867606088
"63",35644,881361,0.0746803387821775
"3281",35644,22387442,0.0760552636896343
"18111",35644,15537355,0.0854563176524906
"888",35644,8705245,0.0864589928380593
"1215",35644,10992066,0.0870094998417263
"3384",35644,22719491,0.116021627344223
"104",35644,1365222,0.116034927548085
"2086",35644,16681259,0.116302583115247
"1097",35644,10074440,0.117364827111068
"2689",35644,20201685,0.117415935672515
"3364",35644,22654638,0.117907547333681
"835",35644,8090200,0.118400201480865
"279",35644,3086359,0.118643965683439
"1643",35644,14597102,0.118783101621979
"2039",35644,16561632,0.119369888622375
"29",35644,515646,0.0757580711584212
"2806",35644,20942329,0.0845068625115343
"2603",35644,19559146,0.0867499567009723
"3103",35644,21916227,0.0899036438972066
"1440",35644,13020114,0.0909088315597077
"2308",35644,17737347,0.103439778656416
"633",35644,5738674,0.109561318053519
"692",35644,6226350,0.110250429957119
"1809",35644,15525748,0.11187505324767
"66",35644,890909,0.113099265328035
"28",35644,513528,0.0757580711584212
"5521",35644,5165746,0.0767817631227221
"26031",35644,19559146,0.0826298935900517
"28061",35644,20942329,0.0867328593024975
"23081",35644,17737347,0.0982889108259296
"18091",35644,15525748,0.10872933347958
"661",35644,890909,0.109091958387121
"6331",35644,5738674,0.109121595794844
"6921",35644,6226350,0.110962859174813
"720",35644,6484951,0.112213708801131
"1924",35644,16136475,0.0833561937658625
"1411",35644,12748680,0.0851811673879884
"1696",35644,15009223,0.0935179853407476
"4207",35644,28398207,0.0936390437813081
"4220",35644,28498517,0.0982979245912707
"3308",35644,22456380,0.0987440356082917
"786",35644,7409478,0.10852240587918
"2001",35644,16442473,0.114896343906679
"32",35644,537703,0.1162173375155
"3112",35644,21936047,0.116255878284924
"799",35644,7603983,0.0867063492063492
"2191",35644,17159709,0.095095416443731
"1617",35644,14407602,0.115797827903091
"1149",35644,10407764,0.117947244554387
"1605",35644,14323709,0.124007936507937
"3684",35644,23965010,0.129083350511922
"2946",35644,21460917,0.129221408665247
"1464",35644,13208524,0.12980463980464
"2489",35644,18741616,0.130181127559066
"1990",35644,16391322,0.130477190876351
"983",35644,9433670,0.0793909783364717
"14111",35644,12748680,0.082441588803715
"1815",35644,15553699,0.0827586620291787
"3622",35644,23732699,0.0874688163409968
"2735",35644,20591384,0.0883706591250732
"3499",35644,23210535,0.0897125208403404
"2326",35644,17863948,0.0917384731670446
"1180",35644,10636260,0.0919587145202909
"746",35644,6766979,0.0925258697897923
"158",35644,2013901,0.0930797148978967
"4571",35644,4675011,0.0513325064261264
"455",35644,4663308,0.0586701985156193
"290",35644,3209603,0.0589969835557105
"24171",35644,18346805,0.0625866646452638
"292",35644,3230741,0.0636764488350677
"331",35644,3706335,0.0663448666708029
"1004",35644,9511903,0.0666233365955974
"1739",35644,15277683,0.0780120176735988
"930",35644,9098177,0.0786614926262702
"162",35644,2062871,0.0790178855771825
"1166",35644,10504861,0.0783135854095536
"2632",35644,19752851,0.0793122932233003
"1221",35644,11073068,0.0801833675725837
"587",35644,5406408,0.0802365181873378
"2508",35644,18914728,0.080857832750025
"1833",35644,15668631,0.0832836587377311
"1835",35644,15677826,0.08430093137202
"38",35644,671769,0.0847372427808752
"1462",35644,13196891,0.0856048595129391
"2005",35644,16446609,0.0869643955118602
"618",35644,5688092,0.0762832926139149
"758",35644,6944117,0.0783503836861463
"868",35644,8522503,0.0786469160315894
"25081",35644,18914728,0.0815027542789012
"2945",35644,21452484,0.0822400442477876
"18351",35644,15677826,0.0831893384118008
"3787",35644,24542890,0.0851897060319398
"18331",35644,15668631,0.0863070854183838
"3415",35644,22891692,0.086466117886372
"12211",35644,11073068,0.0872821065873274
"2779",35644,20802788,0.144047550333265
"977",35644,9394959,0.151384825430219
"3564",35644,23473247,0.154016972445544
"1052",35644,9795916,0.155646162900821
"1253",35644,11288507,0.159433639112211
"2789",35644,20866718,0.160863876863877
"36221",35644,23732699,0.161353672782244
"3370",35644,22661275,0.161649969078541
"975",35644,9373710,0.161714689088653
"960",35644,9260899,0.162032845461417
"2110",35644,16770830,0.0468311922470137
"2115",35644,16773979,0.0494890077243019
"254",35644,2772190,0.0566928104575163
"3822",35644,24789046,0.0642483660130719
"4088",35644,27063148,0.0655000990295108
"1256",35644,11326341,0.071231622408093
"2011",35644,2284965,0.0785633620705763
"1394",35644,12575614,0.0795477180771298
"480",35644,4805484,0.0809683937987433
"1061",35644,1393975,0.0848774156127097
"4012",35644,26165438,0.0259030837004405
"11661",35644,10504861,0.0788759873917667
"14621",35644,13196891,0.083527822038929
"12212",35644,11073068,0.0842985532823629
"34",35644,587738,0.0847372427808752
"25082",35644,18914728,0.0865924712676081
"34151",35644,22891692,0.0881971705546198
"22941",35644,17626285,0.0886016175927053
"2293",35644,17626087,0.0896596949191195
"18332",35644,15668631,0.0898393875539704
"1318",35644,11871931,0.0896557410843125
"1698",35644,15041649,0.100820659028891
"181",35644,2142787,0.120551346801347
"2710",35644,20413367,0.120909090909091
"4204",35644,28354228,0.121197697607612
"3149",35644,22014429,0.122136501065072
"84",35644,1030686,0.123131313131313
"715",35644,6430008,0.12352861952862
"2713",35644,20440898,0.124569160997732
"2391",35644,18183163,0.126182230467945
"576",35644,5347248,0.106552600838315
"948",35644,9190344,0.123355470419635
"2786",35644,20849145,0.123526392961877
"155",35644,1976671,0.123581822827296
"18112",35644,15537355,0.123970383935225
"559",35644,5222113,0.124354779680867
"2538",35644,19017450,0.125783073169091
"345",35644,3878244,0.126429430358002
"850",35644,8309475,0.1264576765901
"2690",35644,20235116,0.127251683501684
"423",35644,706423,0.00659422205208599
"171",35644,421609,0.0714829446144842
"5372",35644,5052131,0.0788334322809062
"54",35644,820278,0.0809071370890717
"6122",35644,5633031,0.0826343025674558
"9582",35644,9257438,0.0847366613093196
"705",35644,6338877,0.0879057741217431
"5531",35644,5175454,0.0883484910537087
"21052",35644,16745479,0.0893454137216381
"2097",35644,16723416,0.0906089701813597
"411",35644,706348,0.00659422205208599
"172",35644,421609,0.0707680023228804
"5373",35644,5052131,0.0773954013647226
"6123",35644,5633031,0.0792096405547019
"541",35644,820278,0.0803506705902176
"9583",35644,9257438,0.0838824355840895
"7051",35644,6338877,0.0853560048064557
"5532",35644,5175454,0.0858149671971311
"21053",35644,16745479,0.0866810940298116
"1537",35644,13803181,0.0885726072039404
"3376",35644,22687800,0.102801451461372
"2440",35644,18453688,0.109107624752358
"252",35644,2734275,0.109817934928264
"16431",35644,14597102,0.110201758161275
"151",35644,1956314,0.110574382931402
"20391",35644,16561632,0.111138707314965
"481",35644,4816290,0.111635949325724
"894",35644,8746829,0.11215364432978
"2649",35644,19846901,0.112260871764049
"2268",35644,17513548,0.112373079699841
"2862",35644,21206459,0.0881742182645901
"690",35644,6186123,0.122753530627004
"1765",35644,15397049,0.12433371813791
"3760",35644,24334583,0.131999051158985
"4046",35644,26555462,0.142752779619287
"536",35644,5043515,0.148048064257606
"1042",35644,9720041,0.149066612272836
"231",35644,2449557,0.14913399590349
"1914",35644,16099266,0.153246765715712
"3231",35644,22233224,0.155691417359015
"2938",35644,21440570,0.0765251595501388
"1086",35644,9981496,0.113944980887326
"3991",35644,4379987,0.114109164044528
"103",35644,1298395,0.114860172526919
"2073",35644,16653767,0.117030183084229
"2145",35644,16901155,0.120166899444143
"571",35644,5300832,0.120386691549776
"4328",35644,29763311,0.120839403608051
"1277",35644,11499043,0.120888944073205
"1314",35644,11830621,0.120979498193952
"4215",35644,28468754,0.132653336081907
"1081",35644,1417161,0.138383838383838
"4236",35644,28652012,0.144546657046657
"115",35644,1525866,0.150424379852951
"4322",35644,29550081,0.150909090909091
"4156",35644,27862682,0.15159029268273
"3833",35644,24855337,0.152564353209514
"802",35644,7679713,0.154166726591976
"2044",35644,16580235,0.154771370357245
"2080",35644,16666596,0.155151515151515
"2553",35644,19125026,0.0642424242424242
"2838",35644,21112238,0.0919804689552589
"42201",35644,28498517,0.0933602607709751
"825",35644,7954647,0.099471833556655
"14112",35644,12748680,0.10016874168037
"3575",35644,23527288,0.100441003987802
"3949",35644,25763406,0.100564620564621
"1818",35644,15575133,0.103947811447811
"2356",35644,18024227,0.105371007162879
"126",35644,1656842,0.108460474336485
"2411",35644,18264318,0.0909809580397816
"2410",35644,18263090,0.0938949918703681
"3303",35644,22439804,0.0957484302460554
"2880",35644,21258998,0.10016911156206
"1194",35644,10789983,0.100627538894346
"3490",35644,23157096,0.110605833631044
"2776",35644,20795158,0.111239394747798
"4224",35644,28526653,0.112879161765716
"2879",35644,21258525,0.114709227125194
"1869",35644,15873765,0.115004830746759
"127",35644,1704466,0.0476768331173793
"2790",35644,20874911,0.0545069082485315
"1062",35644,1393975,0.0753509172496514
"2012",35644,2284965,0.0760476309950874
"2794",35644,20886872,0.0768527009960102
"35512",35644,23427129,0.0793677431335659
"405",35644,4419724,0.0797670800835358
"2441",35644,2577965,0.0800313151908174
"818",35644,7859094,0.0802742616033756
"2870",35644,21233521,0.0821672938761546
"144",35644,1869178,0.0962833184137872
"963",35644,9281901,0.117927268871925
"1323",35644,11930037,0.120109663679611
"2978",35644,21543396,0.12246073577862
"641",35644,5784685,0.12248727735369
"2676",35644,20130079,0.124750373911081
"42041",35644,28354228,0.125337292544909
"1006",35644,9521837,0.125818917879328
"1393",35644,12570854,0.126399491094148
"852",35644,8355857,0.127284844238225
"2473",35644,18657142,0.0980398199683914
"1858",35644,15829972,0.0989774445131588
"4150",35644,27814340,0.102131691060262
"2906",35644,21349895,0.114693691207008
"1291",35644,11640475,0.115302686731258
"3188",35644,22107456,0.117887720744864
"28121",35644,20971470,0.118767333195905
"76",35644,967962,0.118941400209421
"52",35644,788858,0.120322871572872
"135",35644,1770409,0.121348468035398
"583",35644,5375216,0.0982534364487252
"51",35644,788753,0.120322871572872
"3704",35644,24075944,0.121397105980439
"761",35644,967962,0.121955701148034
"2600",35644,19533381,0.122757036892375
"2426",35644,18414427,0.122867130747859
"28122",35644,20971470,0.123449512128084
"4101",35644,27321751,0.123616780045351
"3395",35644,22798319,0.124042766096338
"31881",35644,22107456,0.124249553356696
"3959",35644,25878605,0.0792290249433106
"2975",35644,21542529,0.0867380952380953
"3209",35644,22193383,0.0891843045957953
"2860",35644,21205612,0.0897278911564626
"2096",35644,16723094,0.0906447811447812
"170",35644,2097527,0.0921595108631688
"9561",35644,9237537,0.0927197802197802
"3060",35644,21787241,0.0933440699512128
"3757",35644,24315316,0.0937949585774904
"2705",35644,20336103,0.0942487184772899
"424",35644,706423,0.0803506705902176
"1297",35644,11655479,0.0806070120355834
"412",35644,706348,0.0809071370890717
"1241",35644,11229046,0.0924360890432319
"1492",35644,13320894,0.0929723483294912
"295",35644,3241291,0.0930666938185735
"2002",35644,16443090,0.0962581201866916
"2629",35644,19739595,0.0962614236129485
"901",35644,8817097,0.102797093196253
"2624",35644,19683335,0.103086255014826
"2141",35644,16874212,0.0904001289519881
"328",35644,3639547,0.0912376012376012
"2761",35644,20702020,0.0917782450818165
"2758",35644,20679457,0.0947291183263645
"3693",35644,24006381,0.0988897632691543
"1082",35644,1417161,0.100672082100654
"4174",35644,28035009,0.105376506805078
"2840",35644,21126547,0.120333795333795
"7861",35644,7409478,0.121155365892208
"350",35644,3901859,0.121640366481131
"4231",35644,4502562,0.0716666666666667
"4241",35644,4502963,0.0810141022701215
"3230",35644,22232575,0.0936857488168519
"3041",35644,3312459,0.100167926112511
"3717",35644,24139275,0.101634514544351
"555",35644,5213303,0.101927129611859
"2601",35644,19534309,0.102402912621359
"2969",35644,21530953,0.102667208811277
"354",35644,3989012,0.102754410520562
"8322",35644,8038547,0.102764459665145
"3282",35644,3639547,0.0664879644165359
"36931",35644,24006381,0.0689958751024325
"1286",35644,11583459,0.0877646107721296
"2520",35644,18979513,0.0884599270444618
"2936",35644,21431864,0.0900603629175058
"2500",35644,18843665,0.0901430585849043
"2143",35644,16885910,0.0915333844315109
"1151",35644,1525866,0.092619536548108
"3962",35644,25894738,0.0928846153846154
"1084",35644,1417161,0.0935251388822817
"42591",35644,28897036,0.177777777777778
"3272",35644,22359499,0.183333333333333
"701",35644,920041,0.193859649122807
"3049",35644,21754119,0.196666666666667
"2131",35644,16833218,0.2
"2696",35644,20273756,0.2003367003367
"1489",35644,13302309,0.211111111111111
"3301",35644,22439098,0.213832199546485
"3730",35644,24230791,0.214013605442177
"1164",35644,10500947,0.216235827664399
"1819",35644,15575354,0.109283086559259
"14",35644,352015,0.141063037752263
"3313",35644,22486035,0.141972212924564
"1280",35644,11533226,0.141981966476387
"1328",35644,12014373,0.142356084266899
"2831",35644,21060781,0.142901931741036
"3500",35644,23213581,0.143317364380715
"530",35644,5016199,0.143537129044673
"10821",35644,9960269,0.143923964697895
"11291",35644,10237676,0.144155176564747
"154",35644,1967543,0.0493900172574008
"4277",35644,29080845,0.0692996123180455
"713",35644,6426828,0.085397752262966
"704",35644,6337816,0.0883183628114504
"153",35644,1966689,0.0898069998821351
"13811",35644,12452468,0.08980873581104
"513",35644,4918103,0.0997918952527247
"3576",35644,23527294,0.101673835125448
"2201",35644,17222385,0.103700799968081
"27131",35644,20440898,0.114064808719187
"2685",35644,20159578,0.0474608227129236
"293",35644,3231001,0.077150529462431
"1080",35644,9959545,0.078720591187996
"797",35644,7569291,0.0791725149082154
"2422",35644,18394391,0.0808426805065461
"2771",35644,20775334,0.0810222283308638
"2699",35644,20293061,0.0858804734014818
"29691",35644,21530953,0.0891654898562746
"25083",35644,18914728,0.109079451674524
"25351",35644,19000155,0.109873352336407
"64",35644,882644,0.0855382456869991
"3732",35644,24242032,0.116491454095432
"4154",35644,27855011,0.12211494363616
"1104",35644,10104965,0.122451327286621
"1154",35644,10440678,0.122857797383114
"4261",35644,4518459,0.123220800530927
"7751",35644,7211871,0.123242232451093
"19501",35644,16220543,0.123301714401398
"34921",35644,23168866,0.123596194007586
"698",35644,6292615,0.126461707175941
"35331",35644,23313547,0.0653668382578585
"37921",35644,24566865,0.0695065454899515
"8501",35644,8309475,0.0702206838926696
"341",35644,3805401,0.0732640385192838
"13051",35644,11756528,0.0746708458052996
"26",35644,499959,0.0746803387821775
"2292",35644,2447581,0.0780498746274683
"26502",35644,19848828,0.0827251472979764
"997",35644,9467925,0.0835719944543473
"1017",35644,9567336,0.0842302577596695
"62",35644,877502,0.0855382456869991
"4317",35644,29516212,0.100319638708696
"249",35644,2678320,0.118826705677577
"1177",35644,10575998,0.119999671721596
"2442",35644,2577965,0.120077383826109
"2959",35644,21480054,0.126859171027104
"3283",35644,22389729,0.128756107269062
"1546",35644,13834948,0.130514317715474
"37321",35644,24242032,0.141503227859611
"445",35644,4607179,0.145244743621203
"1465",35644,13213885,0.0442603114478114
"1022",35644,9583223,0.0486363636363636
"3086",35644,21853235,0.0498487273697358
"2076",35644,16663042,0.0506689185320353
"343",35644,3811781,0.0519278732357325
"3536",35644,23331248,0.0520469399881165
"1355",35644,12214074,0.052895116408812
"7052",35644,6338877,0.0547092515251974
"2383",35644,18148672,0.0547187561893444
"909",35644,8887973,0.0551910683133992
"1320",35644,11892928,0.0774932990098116
"190",35644,2234437,0.0780058070584386
"1430",35644,12894752,0.0786956746956747
"8323",35644,8038547,0.0788939243151572
"3759",35644,24334267,0.0788948969901351
"209",35644,2320933,0.080361673414305
"18092",35644,15525748,0.0806153846153846
"6922",35644,6226350,0.0808003415245871
"110",35644,1439271,0.0813502109704641
"3073",35644,21816514,0.0817474065895118
"5",35644,137808,0.0492415613458305
"17981",35644,15498128,0.0729374028716179
"17461",35644,15327408,0.0826963979888041
"10841",35644,9963060,0.0872671187573167
"9782",35644,9411742,0.0930670575682622
"317",35644,3443488,0.0951418484343273
"28123",35644,20971470,0.0965222315077567
"2578",35644,19338911,0.0968916181852609
"23271",35644,17865661,0.0969654648470286
"21551",35644,16987462,0.0974789763792482
"1234",35644,11167106,0.117776946705518
"191",35644,2238199,0.130069252926396
"11241",35644,10225146,0.136003070739913
"1085",35644,1417161,0.142991414419986
"2899",35644,21302417,0.14722031864889
"4090",35644,27168651,0.149199390726108
"332",35644,3706908,0.14968898006492
"2708",35644,20364835,0.149831003001735
"1075",35644,9927469,0.150597410025981
"185",35644,2194203,0.151118514078803
"78",35644,971545,0.104410383419866
"9301",35644,9098177,0.111223182157466
"255",35644,2778375,0.112418593080614
"1009",35644,9533415,0.112571618037862
"1184",35644,10664352,0.113243810773331
"465",35644,4740440,0.113812722671131
"142",35644,1837395,0.113968820125347
"1997",35644,16416334,0.114516354110696
"898",35644,8766566,0.114997222643034
"505",35644,4896497,0.117407658801387
"1486",35644,13287731,0.0873294346978558
"1480",35644,13286730,0.0900584795321638
"1481",35644,13287007,0.0923976608187134
"1453",35644,13118634,0.0947368421052632
"11",35644,292399,0.0959262795436563
"15131",35644,13519271,0.0965798334219387
"1485",35644,13287638,0.0995726495726496
"1483",35644,13287399,0.102390780873753
"13812",35644,12452468,0.104192597294101
"1482",35644,13287263,0.105929824561404
"853",35644,8381043,0.0828504730418713
"1010",35644,9533957,0.0875261661181525
"3000",35644,21598140,0.0904846833924692
"2753",35644,20655195,0.0926175201216392
"843",35644,8173949,0.0947275294072041
"842",35644,8173780,0.0948973823982631
"844",35644,8174262,0.09498962315811
"4065",35644,26849001,0.0950460731939402
"3429",35644,22925791,0.0980399363432419
"1566",35644,13982154,0.112570984003959
"630",35644,5712905,0.0577755376344086
"629",35644,5711978,0.0603776059683594
"623",35644,5700127,0.0706525585640493
"603",35644,5515954,0.0712091745300271
"2013",35644,2284965,0.0894064465408805
"3579",35644,23528424,0.0895833333333333
"2443",35644,2577965,0.0902183185320769
"1822",35644,15633062,0.0915697320109085
"19581",35644,16248634,0.0919280657985477
"32831",35644,22389729,0.0923082450521475
"931",35644,1093353,0.0137892035321241
"7031",35644,6330509,0.0470839378929638
"23211",35644,17813805,0.0484037867627379
"794",35644,7507079,0.052782754337908
"95",35644,1093535,0.0548983327508219
"1116",35644,10182139,0.0581859010124257
