reviewer_id,listing_id
342996,485644
343139,9467676
343289,3060713
344139,35644
344171,2067651
344271,18918102
345295,15958567
346327,17897463
346751,6607864
347843,17548395
347843,19251096
348007,23674876
348895,2437868
348951,3251348
349048,18843665
352652,162081
352807,4582320
353155,537703
353155,6261744
353291,22293149
353291,22293982
353304,1779644
354023,1428287
354023,4888412
354023,10090624
354279,16723416
354646,6006473
355649,7350975
355818,9908765
355818,11417596
355930,13887220
356869,9547803
356923,1779644
357052,2223140
357233,10005240
358001,17865661
358276,8493263
358636,1734662
358796,35644
359702,17944853
359702,20595862
359782,14875384
359910,5816387
360046,6307243
360046,16812340
360824,5710324
361050,863536
361281,6927458
361281,17389508
361358,10144312
361372,11050418
361390,35644
362311,1046145
362311,2131468
362311,6592132
362311,6915863
362629,16442473
362629,22535123
362833,2038583
363904,4131082
363904,13286482
363904,17018086
363904,18738170
363904,19534309
363904,20580051
363904,23617864
364151,753283
364151,12785987
364151,12894752
364818,1704466
364818,2256587
365100,252996
365232,1382539
365232,1585628
365847,3617712
365847,10092179
365847,12880008
365847,21611039
366914,9717653
367030,1734662
367424,352015
367948,15380119
373042,2062871
373350,4857407
374864,15760259
374864,21452484
375352,12435799
375352,19916367
375425,6403449
376321,12955686
376675,3544317
376675,11052613
376987,4918824
377611,921584
377726,7409478
377761,15136965
379691,2165898
380280,162081
380448,2431825
380448,2577965
381184,1837395
381184,7928101
381184,16416334
381319,17108001
381327,4646288
381327,22797051
381769,4280952
381905,16248634
382220,4805484
384494,17944853
384597,1932381
385245,13252671
385469,4979113
385811,2256587
385811,9100643
385811,9715477
387840,9830217
387840,15116737
387973,3811781
389313,6824084
389433,859047
389527,5501982
389549,434116
390109,10792805
390109,18453688
390569,4968067
390780,15326658
392048,451180
392851,2038583
393805,15288383
393820,1869178
394053,5406408
394053,11592313
394053,12424043
394053,13266208
394053,14223249
394379,16136475
395689,15651542
395689,16432255
395689,18183163
395801,6915863
395999,11240419
395999,17996967
396062,16520406
396068,421609
396111,2447581
396343,5232285
396343,8157218
396562,3805401
396562,13361382
396562,16325903
396562,16563182
396562,21206459
396562,21688870
397567,8038547
397569,9555779
397706,7989008
398363,10108831
398916,871057
400089,863536
400089,6484951
400089,7187793
400089,8887973
400491,1393975
400493,4352285
400515,2097527
400611,6604400
400611,6634120
400674,10457798
400724,2890884
401522,12092875
401845,2012687
401845,21264826
401845,21778167
402141,15836268
402141,19492688
402141,22178353
402474,4533688
402474,9578213
403249,23213581
403434,9366540
403664,16443090
403746,1932381
403825,6169457
405052,14906598
405052,23879813
405344,7683068
405344,14775860
405344,18589675
405461,3598110
405461,5354978
405534,9578213
405712,21128202
405893,1743681
406127,7873118
406305,871057
407914,4130353
408328,3443488
408462,1779644
409069,12368110
409148,1779644
409242,706423
410489,352015
410768,14091157
410830,5710324
412076,6944117
412076,11780437
413035,2079819
413035,5043515
413235,1824421
413235,5043515
413426,2740045
413570,13830806
414426,4646288
415358,4663308
415638,6263308
417167,6426828
417655,23860056
417995,17814585
417995,21805298
419305,6148712
419305,6403449
419833,20057551
420117,1845252
420117,13685151
420210,16815439
420493,5816387
420550,6915863
421943,3544407
422038,9321180
422038,16192316
422038,19315869
422038,21758003
422450,15223765
423226,1298395
423441,8674445
423516,6784168
423893,4186192
424252,16248634
424252,16602617
425145,20685693
425273,401176
425273,3536872
427330,7873118
427409,9532857
427714,2165898
429243,17337877
429525,20795158
429525,21598140
431432,3146880
433241,12347533
433241,17159709
433241,17302480
433280,2320681
433605,9798297
433698,7080698
434161,162081
434281,2467917
434281,6824084
434689,16484616
434801,5501982
435249,11148544
435680,12683387
436917,4883217
436994,9354515
437243,1734662
437276,11194455
437451,2262732
437667,16535069
438096,9846761
438096,18230552
438124,4238200
438124,17739430
438153,3364772
438153,5738674
438153,6317606
438310,16206597
438659,2067651
438930,4519928
439721,19211893
440450,753283
440540,15049067
440653,19625029
440703,19917652
441705,3364772
441796,16102695
441925,4609039
441973,3544317
441973,3805401
441973,5155617
442863,1734662
443078,2142787
443078,10255096
444542,13103764
444692,421609
445104,15043945
445229,17269356
445384,10144312
445384,18999874
445743,4903979
445743,18833105
446564,6484951
447426,890908
447818,9098177
448562,5353814
448805,15436755
448851,9018337
450350,5087229
450534,4886912
450534,5784685
450742,21802340
451974,12119111
451999,741519
451999,5406408
451999,6150482
451999,7025321
452167,21426149
453466,9619461
453486,18183163
454092,3096468
454366,6915863
454459,6559997
454459,15331224
455338,35644
455693,17780232
455944,9467676
456090,16034442
456126,6915863
456126,8871730
456133,4876863
456365,10207344
457600,1046145
457759,8547311
457766,9032049
457766,17996967
459078,2734275
459780,2013901
459802,5165746
460009,23930261
460086,20883970
460380,5968493
460380,8887973
460380,13254016
461347,6888046
461347,10182139
461347,20981979
461348,4886912
461489,906304
461499,2256587
461862,4379987
462166,13263041
462180,4153618
462187,906304
462465,18234083
462731,4365717
462731,5510669
463383,352015
463950,421609
463953,706348
463953,20591384
465025,5040810
465176,5353814
465611,5373779
466485,2079393
466592,352015
466876,4491644
467226,162081
467410,6119769
467439,485644
467439,17814585
467520,162081
467520,3354116
467581,9354515
467710,3276641
468156,15748563
468354,22829355
468553,5800072
468766,16366918
468766,17080597
468766,17226674
468875,12368110
469655,5155617
470109,1717708
470229,268482
470229,5155617
470316,7080698
470503,10194856
470971,1382539
471500,7569291
471500,22884537
471634,6403449
472207,3060713
472492,5022139
472896,6134398
473591,35644
473591,15211325
473732,4920404
474506,4130353
474506,19611378
474580,4998106
474763,4144733
474763,23870179
474943,421609
476121,9176320
476129,23457569
476299,5776499
477129,10338305
477963,3536872
477963,7471080
478397,566316
478635,9351022
479467,23906110
479634,21060781
480134,4623868
480134,10910753
480134,15846740
480134,17124558
480173,9030596
480321,706348
480425,252996
481182,5710324
481182,6824084
482315,3364772
482370,741519
482534,22254893
483119,9700971
484104,21180533
484334,12030181
484334,22587717
484334,22907176
484336,15836268
484529,9257438
484549,24833934
484717,23213581
485221,1160182
485221,9354515
485221,21790009
485320,5501982
485443,15514254
487149,4299394
487503,8255136
487503,10094908
487873,4776974
487873,6466561
487873,8852369
487873,16520406
488183,14351596
488394,4560942
489180,1743681
489387,5145864
489919,863536
490697,16849118
490728,969333
490954,12493885
490990,2437868
492627,4938164
492948,706423
492990,1382539
492995,17046364
493497,1365222
493797,12310043
494617,9119810
494945,2263472
494945,2795033
494970,2508593
495087,12090108
496535,88873
496819,2251000
496890,753283
496930,22482197
497018,9958667
497018,16041644
497018,20364835
497277,451180
497277,20883970
497334,2156242
497337,16987892
497337,21594993
497456,2165898
499624,5458588
499918,6915863
500924,21757625
500924,21790009
500924,21927900
500943,9551204
501042,2079393
501997,6484951
501997,8871730
502039,352015
504691,1365222
504691,21084838
505261,9683638
505411,6249328
507082,421609
507778,16248634
507832,4582320
507904,2256587
507904,4358779
508018,9464498
508018,12495743
508511,4398115
508511,6379596
509981,14763082
511107,5841722
511110,15482640
511110,18654991
512384,4827220
512485,4130353
512485,17852596
513249,5838525
514320,137808
514397,5484413
514398,753283
514592,10005240
514742,5970612
515159,15436755
515159,15650542
516640,9578213
517239,4365717
517318,3157742
517408,35644
517408,1046145
517563,28906149
517626,3617712
518398,8852369
518428,19041247
518814,13064577
519480,706423
519480,11259917
520396,16649926
521433,4938164
522663,4087806
522663,18041811
522944,1837395
522944,3325783
522959,2223140
524807,1365222
525172,4087806
525172,24020196
525390,7053405
526837,19251096
526851,16801689
527499,1090688
527524,17337877
527656,5841722
528281,16426706
528712,5816387
528764,21296457
529238,905873
529761,15212894
530069,753283
530648,3325783
530648,8090200
530815,9798297
530815,17944559
532059,3276641
532059,5500006
532059,14575023
532059,15043945
532059,23155042
533028,19756795
533791,16426706
533791,16723094
535187,22719491
535679,16258122
535756,19186904
536140,4113665
536140,9032049
536140,9434173
536520,4898307
536961,5320169
537218,13254016
538214,753283
538294,863536
538554,21681370
539518,15049067
539618,10159263
539618,12236849
539618,14872880
539618,20440916
540695,2602146
541181,8542142
541403,969333
541645,11376590
541803,4640178
541803,7992862
545543,2362369
545543,9578213
545543,18065756
546108,4379987
546682,2262833
546682,6317606
547076,22687455
547410,13351523
547410,16406868
547575,10125880
547575,16426706
547631,11245403
547811,4632720
547853,4299394
547853,14224045
547901,773175
548001,451180
548001,2132254
548070,5816387
548070,16087579
548969,1382539
548969,1824421
549562,16875143
549915,1485274
549915,10575998
549915,15472363
550162,3443488
550162,4857407
550162,4889360
550225,10638319
550803,3276641
550803,9499428
550803,9927469
552755,4938164
552904,1365222
552950,566316
553201,2795033
553201,5707870
553208,15277683
553311,18041811
553535,753283
553535,906304
553543,12888741
555271,451180
555271,519737
555271,4000503
555271,5145864
555271,16149304
555271,18014238
555271,20839201
555271,25763406
555733,7389116
555733,9120539
555771,10018494
556341,8766566
556539,4458334
556684,2320681
558311,16744553
558987,8090200
558987,9176320
559121,8851886
559121,11642815
559121,21296581
559121,27855011
559362,14619043
559425,1485274
560537,10230190
560996,35644
561091,23213581
561154,35644
561272,4856842
561543,4938164
561757,16989428
562021,16206569
562565,2890884
563890,6770709
564283,7940262
565118,8748476
565406,2678320
566246,9099441
566442,19611378
566514,2063767
566580,21245537
566710,1837395
566864,953965
567406,8614731
567406,10039626
568952,1824421
569261,2508981
569391,8408365
569712,21729746
569859,706423
569948,2362974
572623,9263970
572623,17303287
572844,3803224
572844,10574526
573234,905873
573319,421609
573368,4034121
573438,22358856
573521,35644
573521,3231001
573521,6824084
573556,2249412
573556,2320681
573556,2890884
573556,15314944
573556,18079333
573556,21297257
573556,22358116
573556,22891692
573763,21402501
573851,17980187
574643,3276641
576873,5688092
576873,10392733
577239,5007473
577968,10039626
577968,10108831
579033,18400024
579983,22687455
580299,2111512
581270,6159523
581515,6927458
583117,14679272
583658,2038583
583658,16697286
583884,9715477
583993,753283
583993,16744553
584390,2234437
586250,3805401
586280,6403449
586280,6683572
586280,10638017
586280,15651542
586280,16112406
586280,16651845
586680,16191921
586858,1365222
588274,15196520
588482,17123960
588869,15501111
589081,16432255
589183,4747106
589401,7810762
589401,9499428
589401,10638476
589401,10889044
589401,11722533
590144,8936809
591375,7683068
591375,8462454
591375,9201879
592303,485644
592303,9499428
592460,24340652
592580,865890
594035,5007473
594035,22749388
595079,6915863
595180,4959766
595823,6261744
595823,7247068
595823,10194856
597769,22891692
597843,14455422
598256,2431825
599949,3276641
599949,5040810
599949,18463671
600045,15633062
600045,20775179
600045,21599823
600045,22913387
600873,15514254
601165,4449000
602382,15221997
602592,4113665
603365,1101352
604019,10194856
604019,10638319
605798,4833902
605798,15170882
606797,1298395
609091,10209975
609110,7406734
609180,5232285
610593,10125880
611228,9578213
611818,5688092
612209,906304
612209,12683387
612209,12906572
612310,22624358
613706,7569291
613706,22942634
614328,9908765
614637,4377698
615483,12835904
615596,15225694
615689,9533243
615689,16191680
615801,2256587
615801,3544317
617231,5043515
618129,18949357
618288,4034121
618288,10207344
618473,17386751
618647,14703301
618647,15223765
618647,19000155
618647,21900459
618901,11104939
619784,2320681
619998,9189594
622284,11229590
622284,13117612
622284,16176669
622284,16547189
622592,485644
622592,4299394
622849,3806193
622895,7247068
623444,18420865
623444,25379375
623500,5205473
623500,6683572
623500,9551204
623500,14598488
623500,16192316
623553,1298395
623710,6426828
623883,23982545
623936,19440530
624681,2067651
624828,4998336
625992,1382539
626107,15196425
626257,1365222
626338,2362974
626338,4034121
626734,278045
627514,2111512
627514,2480017
627514,4201045
627514,5165746
627514,8851886
627514,10889813
627514,16328290
627514,20057325
627514,21758003
627609,20888564
627633,820306
627633,1779644
628255,14451993
628255,17897463
629163,4938164
631758,13818819
631758,19339357
631758,22971488
632031,1393975
634869,2480017
635022,15960711
635658,23633326
635698,17703642
637302,9098177
637959,2142277
637959,21866698
638112,1837395
638178,6134398
639763,12092875
641127,7186034
641506,9776379
642200,2263472
642200,5710324
642668,10338305
643056,13367061
643640,6562371
643640,7186034
643640,16195749
643640,24334583
644753,7940262
644845,7164810
644845,13117612
645300,2362369
645300,2734275
645300,5040810
645300,6506629
645504,10024354
646604,6148712
646604,10200717
648763,11132005
649165,6122295
649223,5710324
649223,13400857
650396,16136475
650415,9796008
650942,20054108
650942,21852847
651195,88873
651195,2527728
651282,23686520
651314,5354978
651314,15060755
652022,4824884
652022,6484951
652022,10710515
654223,6484951
654223,15650435
654772,5016199
655232,7409478
655421,18230552
655440,13848758
655445,4609039
657880,890908
658670,17813805
658888,6425569
660077,10504861
660077,16769945
660169,278045
662087,13103468
662087,16796225
662387,4060161
662395,1837395
662427,11376590
662626,16006484
662626,26925031
662650,5921378
662839,14435438
662839,18741616
662839,23586613
663148,16432255
664787,451180
665407,15368103
665710,21828434
666494,35644
668570,706423
668570,4130353
668652,9776379
668652,11422662
668652,15436755
668652,20702135
668652,21167868
668652,21426868
668955,13453272
668989,4034121
669076,753283
669137,2079393
669213,13263041
669549,19440742
669615,2165898
669615,4857407
671795,17964132
671865,4060161
672600,14131771
673386,12027455
673558,4889360
673564,11681634
673565,17108001
673573,6888046
673625,12834937
673625,13118704
673626,4609039
673657,421609
673695,9098177
673802,14351596
674127,2740045
676391,4491644
676391,5041371
676416,2090932
676932,12030181
676932,17897463
677970,7164810
677970,10575998
677970,11132005
678002,21598140
678647,21126547
679345,20942329
679836,5921378
680669,11104939
681019,5040810
681258,5633031
681841,2284965
681841,13266208
684182,17795117
684445,2090932
684445,10255096
684445,16245106
685182,11303779
685182,14475804
685234,2251000
685234,24290475
685873,15512427
685963,9619461
687778,515646
687778,882644
687778,2067651
687964,6927458
688568,21850741
689283,18793027
689498,4776974
690233,8597902
690316,14948529
690316,16754966
690316,21927659
690940,88873
691316,2740045
691405,5423238
691488,21296581
691488,22749388
691586,3706335
691745,2508981
691745,17626087
691794,5022139
694455,10834621
694463,10018494
694763,1019470
695104,7080698
695111,3617712
695146,6484951
695146,9601065
695821,8740700
695821,19534309
695821,21267910
695821,23450724
696162,15330571
699180,706423
699845,2165898
699845,3325783
699845,6677975
699845,7037753
699845,11610487
699969,3325783
699978,1704466
699993,16326425
700268,2284965
700268,2320681
701892,15225694
701892,22890697
702596,4582320
703433,162081
703433,6171112
703433,13323045
703465,2165898
703827,20054108
704377,7954647
704416,18495495
704645,3251348
704654,15388564
704856,14111210
704923,5423238
704923,21222189
704923,21949439
704923,24610745
705117,1653374
706440,4897513
706827,3669280
706865,16831263
707620,3428509
707658,9479572
707658,17124558
708341,88873
709113,22533426
709113,28728044
709981,22590974
711424,6317606
711424,15277683
711424,16581420
711544,28351218
714096,88873
714277,23331248
714835,11799821
714881,22687800
715434,1779644
715751,2067651
717525,1004937
717525,2063767
717675,2795033
717845,11259917
718024,292447
721200,162081
721200,421609
721449,15888696
721449,21071871
721522,38951
721992,21916933
723206,4623868
723206,8887973
723549,20335585
723984,9011866
725495,17123960
725541,513528
725541,2111512
725640,4979113
725677,11639032
725860,16772784
725872,21730489
725919,18999805
726950,12909633
727873,6683572
728271,15556665
728915,17516353
729086,971545
729294,4582320
729559,820306
729860,8819604
730422,13794259
730584,2431825
731272,5007473
734375,5040810
734375,6559997
734409,11259917
738061,9204095
738229,11230252
738354,12835904
738354,22436498
738404,706423
738483,3231001
738504,2156242
739152,8973016
739366,2062871
741039,9521837
741162,22414514
741620,689381
741994,16523419
744248,9499428
744590,18147671
744590,21057450
746443,9598703
746443,15501111
747002,566316
747154,6403449
747274,421609
747402,4840544
747402,15422801
747497,2320681
747558,20140732
747633,10523023
747633,18949357
747633,20883970
750928,4130353
751222,4799856
752117,18949357
752117,22217730
752310,4938164
752310,6006473
752936,1824421
752936,13225185
752945,2062871
752975,17612373
752997,9464498
753091,587844
753091,5688092
