listing_id,f0n,f0p,f1n,f1p,f2n,f2p,f3n,f3p,f4n,f4p,f5n,f5p,f6n,f6p,f7n,f7p
21370045,0.0,0.043478260869565216,0.0,0.11594202898550725,0.0,0.09420289855072464,0.007246376811594203,0.5434782608695652,0.0,0.2753623188405797,0.0,0.12318840579710146,0.0,0.050724637681159424,0.0,0.021739130434782608
21370401,0.0,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.47368421052631576,0.0,0.5263157894736842,0.0,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842,0.21052631578947367
21372310,0.0,0.02247191011235955,0.0,0.20224719101123595,0.011235955056179775,0.15730337078651685,0.02247191011235955,0.48314606741573035,0.011235955056179775,0.4044943820224719,0.0,0.1797752808988764,0.0,0.0449438202247191,0.0,0.011235955056179775
21373426,0.0,0.2222222222222222,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.5555555555555556,0.0,0.6666666666666666,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
21383061,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.3333333333333333,0.0,0.2857142857142857,0.0,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616
21385445,0.0,0.03333333333333333,0.0,0.2,0.0,0.13333333333333333,0.0,0.5333333333333333,0.0,0.4666666666666667,0.0,0.03333333333333333,0.03333333333333333,0.1,0.0,0.0
21388945,0.0,0.0,0.0,0.10714285714285714,0.0,0.4642857142857143,0.0,0.4642857142857143,0.0,0.5,0.0,0.10714285714285714,0.0,0.03571428571428571,0.0,0.0
21389385,0.0,0.00909090909090909,0.0,0.16363636363636364,0.0,0.10909090909090909,0.00909090909090909,0.37272727272727274,0.0,0.4090909090909091,0.0,0.15454545454545454,0.0,0.06363636363636363,0.0,0.08181818181818182
21395861,0.0,0.08771929824561403,0.017543859649122806,0.24561403508771928,0.03508771929824561,0.24561403508771928,0.0,0.2807017543859649,0.07017543859649122,0.38596491228070173,0.0,0.19298245614035087,0.0,0.05263157894736842,0.0,0.03508771929824561
21399865,0.0,0.11594202898550725,0.0,0.17391304347826086,0.0,0.08695652173913043,0.014492753623188406,0.3188405797101449,0.0,0.4057971014492754,0.0,0.2318840579710145,0.0,0.10144927536231885,0.0,0.028985507246376812
21402501,0.0,0.0694006309148265,0.00946372239747634,0.1640378548895899,0.0,0.29337539432176657,0.015772870662460567,0.31230283911671924,0.015772870662460567,0.3186119873817035,0.0,0.1892744479495268,0.0031545741324921135,0.06309148264984227,0.0,0.0694006309148265
21413297,0.0,0.14285714285714285,0.0,0.21428571428571427,0.0,0.35714285714285715,0.0,0.35714285714285715,0.0,0.35714285714285715,0.0,0.21428571428571427,0.0,0.0,0.0,0.0
21413538,0.0,0.0,0.02040816326530612,0.2653061224489796,0.0,0.14285714285714285,0.0,0.22448979591836735,0.0,0.3877551020408163,0.0,0.24489795918367346,0.0,0.04081632653061224,0.0,0.04081632653061224
21413831,0.0,0.10569105691056911,0.008130081300813009,0.21951219512195122,0.016260162601626018,0.2845528455284553,0.032520325203252036,0.2032520325203252,0.024390243902439025,0.2032520325203252,0.008130081300813009,0.024390243902439025,0.024390243902439025,0.13008130081300814,0.0,0.10569105691056911
21415321,0.0,0.05,0.05,0.2,0.0,0.0,0.0,0.5,0.05,0.2,0.0,0.15,0.0,0.05,0.0,0.0
21416987,0.0,0.14814814814814814,0.0,0.25925925925925924,0.0,0.2222222222222222,0.0,0.48148148148148145,0.0,0.2962962962962963,0.0,0.2222222222222222,0.0,0.037037037037037035,0.0,0.0
21417438,0.0,0.07537688442211055,0.005025125628140704,0.23618090452261306,0.005025125628140704,0.2814070351758794,0.005025125628140704,0.3768844221105528,0.01507537688442211,0.4623115577889447,0.005025125628140704,0.18090452261306533,0.005025125628140704,0.06030150753768844,0.0,0.05025125628140704
21424823,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
21426149,0.0,0.028938906752411574,0.003215434083601286,0.21221864951768488,0.0,0.18971061093247588,0.003215434083601286,0.3504823151125402,0.012861736334405145,0.4340836012861736,0.003215434083601286,0.21221864951768488,0.0,0.03858520900321544,0.006430868167202572,0.03536977491961415
21426868,0.0,0.05084745762711865,0.005649717514124294,0.2994350282485876,0.0,0.1977401129943503,0.022598870056497175,0.2655367231638418,0.01694915254237288,0.3220338983050847,0.005649717514124294,0.1807909604519774,0.005649717514124294,0.11864406779661017,0.0,0.03389830508474576
21429083,0.0,0.08695652173913043,0.0,0.32608695652173914,0.0,0.15217391304347827,0.043478260869565216,0.34782608695652173,0.043478260869565216,0.41304347826086957,0.0,0.043478260869565216,0.0,0.043478260869565216,0.021739130434782608,0.043478260869565216
21431864,0.0,0.13636363636363635,0.0,0.22727272727272727,0.0,0.22727272727272727,0.0,0.4090909090909091,0.0,0.13636363636363635,0.0,0.22727272727272727,0.0,0.045454545454545456,0.0,0.09090909090909091
21439920,0.0,0.06818181818181818,0.0,0.045454545454545456,0.0,0.22727272727272727,0.022727272727272728,0.4090909090909091,0.0,0.20454545454545456,0.0,0.13636363636363635,0.0,0.045454545454545456,0.0,0.09090909090909091
21440570,0.0,0.05517241379310345,0.0,0.2689655172413793,0.0,0.16551724137931034,0.013793103448275862,0.4068965517241379,0.006896551724137931,0.31724137931034485,0.013793103448275862,0.2,0.0,0.06896551724137931,0.0,0.06206896551724138
21440584,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
21449265,0.0,0.04054054054054054,0.0,0.14864864864864866,0.0,0.10810810810810811,0.0,0.40540540540540543,0.013513513513513514,0.36486486486486486,0.0,0.3108108108108108,0.0,0.013513513513513514,0.0,0.02702702702702703
21450483,0.0,0.04938271604938271,0.0,0.2222222222222222,0.0,0.2839506172839506,0.0,0.2222222222222222,0.0,0.1728395061728395,0.0,0.24691358024691357,0.0,0.07407407407407407,0.0,0.06172839506172839
21452155,0.0,0.024691358024691357,0.024691358024691357,0.16049382716049382,0.0,0.14814814814814814,0.012345679012345678,0.32098765432098764,0.024691358024691357,0.25925925925925924,0.0,0.32098765432098764,0.0,0.06172839506172839,0.0,0.09876543209876543
21452339,0.0,0.08264462809917356,0.008264462809917356,0.19008264462809918,0.0,0.17355371900826447,0.0,0.371900826446281,0.0,0.256198347107438,0.0,0.19008264462809918,0.0,0.0743801652892562,0.0,0.10743801652892562
21452410,0.0,0.030303030303030304,0.0,0.26666666666666666,0.0,0.21818181818181817,0.0,0.3333333333333333,0.0,0.2787878787878788,0.0,0.15757575757575756,0.0,0.048484848484848485,0.0,0.15151515151515152
